id,dt,val,category_1,category_2
7706,1653489498.6355786,0.7183168826249559,a,c
5231,1653489498.6355786,0.906246167710019,b,c
3777,1653489498.6355786,0.09084187846698655,d,e
117,1653489498.6355786,0.7645136035899771,a,a
5005,1653489498.6355786,0.2936681898158404,e,a
4399,1653489498.6355786,0.9821428051653684,a,d
3189,1653489498.6355786,0.9447768924320523,c,d
7097,1653489498.6355786,0.2352786928066497,d,e
106,1653489498.6355786,0.6304715773836846,a,d
9389,1653489498.6355786,0.5247955591247714,b,c
9132,1653489498.6355786,0.32658174298325515,e,e
6067,1653489498.6355786,0.784941648772565,d,e
5233,1653489498.6355786,0.6484223685906272,a,a
7555,1653489498.6355786,0.11377696512164337,e,b
5661,1653489498.6355786,0.9180586171530487,e,b
6943,1653489498.6355786,0.9287524669651941,e,e
3989,1653489498.6355786,0.44902059912484305,e,a
4410,1653489498.6355786,0.45694690924154735,d,a
2626,1653489498.6355786,0.0067341837167530505,e,a
4582,1653489498.6355786,0.7199790000608224,e,c
3767,1653489498.6355786,0.5356138330263648,b,b
5191,1653489498.6355786,0.38756480779068414,d,b
7540,1653489498.6355786,0.4838119647223117,c,e
7987,1653489498.6355786,0.3744366799578879,c,c
2920,1653489498.6355786,0.82189334167482,a,b
5995,1653489498.6355786,0.14410567744874292,c,e
3888,1653489498.6355786,0.450680359608819,e,b
958,1653489498.6355786,0.30521474849851593,c,b
5031,1653489498.6355786,0.8662527576720589,a,a
5059,1653489498.6355786,0.7623405582778261,c,c
1502,1653489498.6355786,0.7068750112780963,e,d
1035,1653489498.6355786,0.18391549135509933,e,b
6732,1653489498.6355786,0.2798762717786487,e,e
6875,1653489498.6355786,0.5311641250455916,a,e
1581,1653489498.6355786,0.579087615263462,e,a
6328,1653489498.6355786,0.0025581989570147012,d,a
9013,1653489498.6355786,0.008222760663463169,d,e
3217,1653489498.6355786,0.36842713002971805,b,e
2370,1653489498.6355786,0.15002516082212303,e,a
8712,1653489498.6355786,0.851935455387416,a,b
4138,1653489498.6355786,0.6903110421118142,a,c
2873,1653489498.6355786,0.51649203050503,c,b
6680,1653489498.6355786,0.8338135840806667,c,d
965,1653489498.6355786,0.2718670387186032,d,d
8150,1653489498.6355786,0.27601191827764904,c,c
9744,1653489498.6355786,0.7414275695774587,e,a
7434,1653489498.6355786,0.24621832762124363,e,e
3305,1653489498.6355786,0.4889783506430252,d,a
5666,1653489498.6355786,0.8121736391027639,b,c
5867,1653489498.6355786,0.06683413700121521,e,b
1796,1653489498.6355786,0.6586598218462368,b,b
4173,1653489498.6355786,0.39629357140924504,e,d
8299,1653489498.6355786,0.08335616643222454,c,d
2610,1653489498.6355786,0.24834802288207913,b,d
7795,1653489498.6355786,0.37891258816068296,a,a
3025,1653489498.6355786,0.6510055724018938,b,a
3080,1653489498.6355786,0.5325858264079377,a,a
6666,1653489498.6355786,0.031545951452373155,b,b
3381,1653489498.6355786,0.6807360031148394,a,e
6896,1653489498.6355786,0.4576428689669567,e,b
9463,1653489498.6355786,0.3530133634991721,d,d
2889,1653489498.6355786,0.5133624651429493,c,c
9671,1653489498.6355786,0.9946647072282097,e,b
6557,1653489498.6355786,0.7802094978482684,b,d
4276,1653489498.6355786,0.6820081110638647,c,e
2415,1653489498.6355786,0.11637613536304925,d,a
8204,1653489498.6355786,0.36691379560574267,a,d
2939,1653489498.6355786,0.5884478585827706,a,d
7567,1653489498.6355786,0.5043849720322583,d,a
2193,1653489498.6355786,0.9316455243469306,c,d
5792,1653489498.6355786,0.48657308952960143,c,b
9697,1653489498.6355786,0.41416755761567225,c,e
8851,1653489498.6355786,0.5732637300246269,e,a
2304,1653489498.6355786,0.950970847217832,b,a
499,1653489498.6355786,0.11602851554566596,c,e
571,1653489498.6355786,0.9583692219340322,e,d
3069,1653489498.6355786,0.8929419494698198,c,c
9227,1653489498.6355786,0.14759745615756803,e,b
3533,1653489498.6355786,0.4402279363976943,e,b
9156,1653489498.6355786,0.015947001427695562,e,e
6455,1653489498.6355786,0.058404312848770235,c,a
3513,1653489498.6355786,0.38794596366601686,c,c
1871,1653489498.6355786,0.9028765226670333,d,a
9660,1653489498.6355786,0.628166688331709,a,e
2683,1653489498.6355786,0.9288483801160801,b,e
2708,1653489498.6355786,0.3965951319850922,d,d
4568,1653489498.6355786,0.4426343585790621,e,a
6920,1653489498.6355786,0.05788110253984802,e,a
3119,1653489498.6355786,0.2991017067263635,e,a
4414,1653489498.6355786,0.9575843117563894,a,d
1315,1653489498.6355786,0.6190605047680174,c,b
7207,1653489498.6355786,0.016913223727357707,c,e
6429,1653489498.6355786,0.6106552341273765,e,c
1952,1653489498.6355786,0.24111421089547636,a,a
3888,1653489498.6355786,0.4628769774694125,e,a
3515,1653489498.6355786,0.220506511483762,c,b
5742,1653489498.6355786,0.6767670076276937,d,e
7628,1653489498.6355786,0.7970548533995961,a,d
6669,1653489498.6355786,0.9538322931329656,a,a
1905,1653489498.6355786,0.4227416960686965,a,d
6165,1653489498.6355786,0.9281847822692848,e,e
5135,1653489498.6355786,0.48341645993665283,c,a
6806,1653489498.6355786,0.12345358918845795,d,b
9967,1653489498.6355786,0.8905890261869689,d,a
5663,1653489498.6355786,0.3939685280629909,d,b
2636,1653489498.6355786,0.6490195005201378,d,d
5827,1653489498.6355786,0.7875011002011751,b,c
7765,1653489498.6355786,0.6084768182181917,d,a
1760,1653489498.6355786,0.8846391036266626,c,e
4015,1653489498.6355786,0.6349227351566732,e,e
2312,1653489498.6355786,0.6700741169781251,a,c
1166,1653489498.6355786,0.3238421350144962,d,c
3667,1653489498.6355786,0.6176483151289324,a,e
6534,1653489498.6355786,0.9993698691601766,e,c
3584,1653489498.6355786,0.9852087607685743,e,e
9034,1653489498.6355786,0.395264566941661,a,d
9853,1653489498.6355786,0.8186483327651448,e,d
9715,1653489498.6355786,0.7854131800845722,a,e
1521,1653489498.6355786,0.6549875257460983,a,d
8571,1653489498.6355786,0.4153600357190893,e,c
5397,1653489498.6355786,0.7166987829868553,d,c
9742,1653489498.6355786,0.04029983821210548,e,b
1470,1653489498.6355786,0.060459644910710986,c,e
8631,1653489498.6355786,0.9551444715691766,b,e
9581,1653489498.6355786,0.03934010348931283,b,c
3085,1653489498.6355786,0.3143494459606172,d,d
3311,1653489498.6355786,0.3820781233121622,a,e
814,1653489498.6355786,0.32383415756849177,b,d
5270,1653489498.6355786,0.3423866842897618,c,d
881,1653489498.6355786,0.1672232809421339,b,a
7990,1653489498.6355786,0.8615759733594279,e,e
7926,1653489498.6355786,0.8440108223407179,c,c
7086,1653489498.6365962,0.9946007073882478,e,a
3071,1653489498.6365962,0.23968394317550112,a,c
1974,1653489498.6365962,0.24263283217064546,d,c
9279,1653489498.6365962,0.8251640579691286,a,a
8403,1653489498.6365962,0.49404260268491995,a,e
849,1653489498.6365962,0.35812130133694975,c,a
2919,1653489498.6365962,0.4782242244524194,b,c
3817,1653489498.6365962,0.939681956339839,a,a
7487,1653489498.6365962,0.8078069952878895,b,a
1259,1653489498.6365962,0.36823267202138177,c,b
5035,1653489498.6365962,0.10772034962376431,c,d
5278,1653489498.6365962,0.20220508945332483,b,c
1218,1653489498.6365962,0.15140208963164048,e,e
2021,1653489498.6365962,0.5720098717011394,d,d
4769,1653489498.6365962,0.18261733087309984,a,c
6513,1653489498.6365962,0.7553951727427046,d,b
248,1653489498.6365962,0.30593161906631894,e,c
7790,1653489498.6365962,0.5846535987451215,d,e
1769,1653489498.6365962,0.6289131831174982,d,e
1498,1653489498.6365962,0.0019411136117306604,c,d
3132,1653489498.6365962,0.8739494234923693,b,b
99,1653489498.6365962,0.6922287382805826,d,e
3861,1653489498.6365962,0.7935492051527522,e,b
4079,1653489498.6365962,0.3901547681485035,d,a
1702,1653489498.6365962,0.9562896148041197,b,c
8509,1653489498.6365962,0.2234972705760756,b,d
5642,1653489498.6365962,0.8326220689994203,b,c
4924,1653489498.6365962,0.4505357159478488,c,d
1141,1653489498.6365962,0.1030597280755794,b,b
3498,1653489498.6365962,0.48034447166760474,c,c
5626,1653489498.6365962,0.35905742164785515,a,e
7995,1653489498.6365962,0.0992536209431738,d,e
5982,1653489498.6365962,0.4849726577480692,b,b
8774,1653489498.6365962,0.7080889974187761,b,d
2045,1653489498.6365962,0.7874424699480066,e,d
4097,1653489498.6365962,0.13789643554360076,e,a
6019,1653489498.6365962,0.7867328318494513,a,b
9863,1653489498.6365962,0.21136890826517085,a,a
4884,1653489498.6365962,0.2735228936299068,b,d
1406,1653489498.6365962,0.9194476495600777,c,a
5304,1653489498.6365962,0.9220618028579176,d,d
3059,1653489498.6365962,0.2540597707183634,a,a
3451,1653489498.6365962,0.772424800841643,c,c
2951,1653489498.6365962,0.39189499007020534,c,e
1576,1653489498.6365962,0.5301494335183962,d,e
2023,1653489498.6365962,0.4449381588571443,e,d
8892,1653489498.6365962,0.7297138026384066,d,a
3858,1653489498.6365962,0.37507541447855175,d,d
9468,1653489498.6365962,0.9305461419848132,b,c
8255,1653489498.6365962,0.7486668114435102,e,a
1083,1653489498.6365962,0.04260488209272617,e,d
8941,1653489498.6365962,0.8557884561832784,d,a
1336,1653489498.6365962,0.45218032809065456,b,c
7624,1653489498.6365962,0.46749012624239616,d,c
6191,1653489498.6365962,0.6477300998185151,c,b
3312,1653489498.6365962,0.8263257541915645,b,a
2459,1653489498.6365962,0.8777692931683282,b,e
463,1653489498.6365962,0.8597414018290782,c,b
1695,1653489498.6365962,0.42477409895005447,a,b
9087,1653489498.6365962,0.6401471332856414,c,e
8410,1653489498.6365962,0.9506439693328078,a,e
931,1653489498.6365962,0.5914342045306258,e,b
7122,1653489498.6365962,0.21755229645174035,e,a
2214,1653489498.6365962,0.7307711558828041,d,d
6450,1653489498.6365962,0.598771267965417,e,a
1043,1653489498.6365962,0.09437893997446734,c,a
9066,1653489498.6365962,0.13537745652956945,d,d
1643,1653489498.6365962,0.27229853312418306,d,e
6023,1653489498.6365962,0.6272823156264224,c,e
