id,dt,val,category_1,category_2
4230,1653435488.6357346,0.24275536947955412,b,a
7858,1653435488.6357346,0.6825811023498736,d,a
6333,1653435488.6357346,0.3733941687025011,b,a
877,1653435488.6357346,0.27755288599199157,a,c
9284,1653435488.6357346,0.8942188128800874,a,d
753,1653435488.6357346,0.5083487074011747,a,d
6679,1653435488.6357346,0.1587241326458192,c,d
5062,1653435488.6357346,0.13485558388512608,e,b
9872,1653435488.6357346,0.9869734914357532,b,b
4845,1653435488.6357346,0.487972430375035,b,c
8562,1653435488.6357346,0.11070590710820116,d,a
3338,1653435488.6357346,0.6779951018330038,a,c
5630,1653435488.6357346,0.698937766684159,a,c
5721,1653435488.6357346,0.5238196608128656,c,a
3148,1653435488.6357346,0.7136095492721466,d,b
6323,1653435488.6357346,0.8337270224668184,c,d
8704,1653435488.6357346,0.9933300335516088,c,b
7765,1653435488.6357346,0.24226761386001383,c,d
9827,1653435488.6357346,0.48983122925526,d,e
5821,1653435488.6357346,0.3901562821450407,b,a
3343,1653435488.6357346,0.2929204417848187,e,a
9919,1653435488.6357346,0.31258583412875696,d,c
7630,1653435488.6357346,0.9797916614930589,a,b
5840,1653435488.6357346,0.5892710091913238,e,e
128,1653435488.6357346,0.8696667863692461,d,a
6030,1653435488.6357346,0.17189167629526203,e,a
2782,1653435488.6357346,0.04272337503210333,b,b
9267,1653435488.6357346,0.6356345909914035,c,a
604,1653435488.6357346,0.8494537502136872,c,a
4061,1653435488.6357346,0.42733339239546553,d,b
9398,1653435488.6357346,0.27363410134961985,c,a
2053,1653435488.6357346,0.3392432987612489,a,a
7737,1653435488.6357346,0.15578543199767558,c,e
4897,1653435488.6357346,0.7914740026960492,a,b
3140,1653435488.6357346,0.3496161140621715,d,a
1256,1653435488.6357346,0.3942992563826352,b,a
5753,1653435488.6357346,0.6395892885675635,d,c
5375,1653435488.6357346,0.4678521515526458,c,b
9503,1653435488.6357346,0.7137391357567364,c,c
3595,1653435488.6357346,0.9234021371578816,c,e
8768,1653435488.6357346,0.46331414755733324,c,c
